falha,janela,passo_cfg,passo_real,amostras,positivos,negativos,splits_validos,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,specificity,tn,fp,fn,tp
stuck,70,15,15,908,154,754,5,0.847682119205298,0.7405272629991732,0.562962962962963,0.5757575757575758,0.5692883895131086,0.9052969502393173,564,59,56,76
stuck,100,75,75,182,43,139,5,0.7466666666666667,0.7354037267080745,0.4716981132075472,0.7142857142857143,0.5681818181818182,0.7565217391238563,87,28,10,25
stuck,100,90,90,151,34,117,5,0.744,0.7461340206185567,0.45652173913043476,0.75,0.5675675675675675,0.7422680412294611,72,25,7,21
stuck,80,60,60,227,42,185,5,0.827027027027027,0.7459096221269965,0.525,0.6176470588235294,0.5675675675675675,0.8741721854246745,132,19,13,21
stuck,60,45,45,303,47,256,5,0.872,0.7360554137805322,0.6,0.5384615384615384,0.5675675675675675,0.9336492890951013,197,14,18,21
stuck,70,25,25,545,92,453,5,0.84,0.7488945370982905,0.5280898876404494,0.6103896103896104,0.5662650602409639,0.8873994638045914,331,42,30,47
stuck,80,30,30,454,85,369,5,0.824,0.73755500550055,0.5375,0.5972222222222222,0.5657894736842105,0.8778877887759806,266,37,29,43
stuck,40,25,25,546,64,482,5,0.9054945054945055,0.7380622517779625,0.6222222222222222,0.5185185185185185,0.5656565656565656,0.9576059850350185,384,17,26,28
stuck,40,10,10,1365,163,1202,5,0.9048458149779736,0.7309045226130653,0.6481481481481481,0.5,0.5645161290322581,0.961809045225164,957,38,70,70
stuck,80,55,55,248,46,202,5,0.8341463414634146,0.7308464627741735,0.5641025641025641,0.5641025641025641,0.5641025641025641,0.8975903614403761,149,17,17,22
stuck,60,20,20,682,105,577,5,0.8654867256637168,0.7353801169590644,0.5833333333333334,0.5444444444444444,0.5632183908045977,0.9263157894717341,440,35,41,49
stuck,70,45,45,303,52,251,5,0.844,0.7355472197705208,0.5555555555555556,0.5681818181818182,0.5617977528089888,0.9029126213548403,186,20,19,25
stuck,50,5,5,2727,372,2355,5,0.8889867841409692,0.7282608870300417,0.6313725490196078,0.5047021943573667,0.5609756097560976,0.9518195797022287,1857,94,158,161
stuck,90,80,80,170,35,135,5,0.7857142857142857,0.7374961168064615,0.48717948717948717,0.6551724137931034,0.5588235294117647,0.819819819812434,91,20,10,19
stuck,60,25,25,545,83,462,5,0.8622222222222222,0.737781954887218,0.5571428571428572,0.5571428571428572,0.5571428571428572,0.9184210526291621,349,31,31,39
stuck,40,5,5,2729,326,2403,5,0.9017621145374449,0.7282601455654387,0.6261261261261262,0.4982078853046595,0.5548902195608783,0.9583124058257366,1908,83,140,139
stuck,90,60,60,227,46,181,5,0.8,0.7331081081081081,0.5,0.6216216216216216,0.5542168674698795,0.844594594588888,125,23,14,23
stuck,100,65,65,209,44,165,5,0.7705882352941177,0.7325870646766168,0.47058823529411764,0.6666666666666666,0.5517241379310345,0.7985074626806082,107,27,12,24
stuck,70,10,10,1362,230,1132,5,0.839647577092511,0.7316009615902892,0.5384615384615384,0.5656565656565656,0.5517241379310345,0.897545357523055,841,96,86,112
stuck,60,55,55,248,37,211,5,0.848780487804878,0.7518539117538006,0.5,0.6129032258064516,0.5507246376811594,0.8908045976960299,155,19,12,19
stuck,50,45,45,303,42,261,5,0.88,0.7269102990033223,0.5806451612903226,0.5142857142857142,0.5454545454545454,0.9395348837165604,202,13,17,18
stuck,50,25,25,546,75,471,5,0.8747252747252747,0.7310981457800512,0.5573770491803278,0.53125,0.544,0.9309462915577214,364,27,30,34
stuck,30,25,25,547,57,490,5,0.9032967032967033,0.7438063063063063,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.9459459459436218,385,22,22,26
stuck,50,10,10,1364,186,1178,5,0.8863436123348017,0.7144230769230769,0.628099173553719,0.475,0.5409252669039146,0.9538461538451756,930,45,84,76
stuck,40,15,15,910,109,801,5,0.8887417218543047,0.733229379852516,0.550561797752809,0.5268817204301075,0.5384615384615384,0.9395770392735052,622,40,44,49
stuck,70,30,30,454,77,377,5,0.8346666666666667,0.723697270471464,0.5217391304347826,0.5538461538461539,0.5373134328358209,0.8935483870938918,277,33,29,36
stuck,30,20,20,683,71,612,5,0.8991150442477877,0.7452970297029703,0.5238095238095238,0.55,0.5365853658536586,0.940594059404078,475,30,27,33
stuck,80,70,70,195,37,158,5,0.8375,0.7076923076923076,0.5769230769230769,0.5,0.5357142857142857,0.915384615377574,119,11,15,15
stuck,40,20,20,683,82,601,5,0.8920353982300885,0.7237373737373738,0.5737704918032787,0.5,0.5343511450381679,0.9474747474728334,469,26,35,35
stuck,80,40,40,341,64,277,5,0.825,0.7144062078272604,0.5283018867924528,0.5384615384615384,0.5333333333333333,0.8903508771890775,203,25,24,28
stuck,30,30,30,456,47,409,5,0.9078947368421053,0.7279411764705883,0.5714285714285714,0.5,0.5333333333333333,0.9558823529383651,325,15,20,20
stuck,60,30,30,455,70,385,5,0.8693333333333333,0.7114108560861525,0.5957446808510638,0.4827586206896552,0.5333333333333333,0.9400630914796844,298,19,30,28
stuck,30,15,15,911,93,818,5,0.895364238410596,0.7515261029136395,0.5,0.569620253164557,0.5325443786982249,0.933431952661341,631,45,34,45
stuck,30,10,10,1366,140,1226,5,0.9039647577092511,0.7332101806239737,0.5486725663716814,0.5166666666666667,0.5321888412017167,0.9497536945803451,964,51,58,62
stuck,70,40,40,341,58,283,5,0.8428571428571429,0.718747146379326,0.5319148936170213,0.5319148936170213,0.5319148936170213,0.9055793991377443,211,22,22,25
stuck,40,35,35,390,46,344,5,0.9076923076923077,0.7039627039627039,0.68,0.4358974358974359,0.53125,0.9720279720245734,278,8,22,17
stuck,30,5,5,2731,280,2451,5,0.9068131868131868,0.7282071253010661,0.5633802816901409,0.502092050209205,0.5309734513274337,0.9543222003924586,1943,93,119,120
stuck,90,85,85,160,32,128,5,0.7769230769230769,0.7089176555195973,0.47058823529411764,0.5925925925925926,0.5245901639344263,0.8252427184385899,85,18,11,16
stuck,60,50,50,273,41,232,5,0.8355555555555556,0.7278195488721804,0.47619047619047616,0.5714285714285714,0.5194805194805194,0.8842105263111358,168,22,15,20
stuck,100,70,70,195,45,150,5,0.76875,0.6931003584229392,0.4878048780487805,0.5555555555555556,0.5194805194805194,0.8306451612836238,103,21,16,20
stuck,70,65,65,210,34,176,5,0.8514285714285714,0.7091836734693877,0.5384615384615384,0.5,0.5185185185185185,0.9183673469325282,135,12,14,14
stuck,100,95,95,143,32,111,5,0.7565217391304347,0.7,0.45454545454545453,0.6,0.5172413793103449,0.799999999991111,72,18,10,15
stuck,50,15,15,909,124,785,5,0.8635761589403973,0.7154257638747565,0.5142857142857142,0.5094339622641509,0.5118483412322274,0.9214175654839424,598,51,52,54
stuck,50,30,30,455,63,392,5,0.8826666666666667,0.6952420016406891,0.6216216216216216,0.4339622641509434,0.5111111111111111,0.9565217391274643,308,14,30,23
stuck,80,75,75,182,35,147,5,0.78,0.7063265887717298,0.4473684210526316,0.5862068965517241,0.5074626865671642,0.8264462809849054,100,21,12,17
stuck,70,55,55,248,43,205,5,0.8292682926829268,0.6956241956241956,0.5294117647058824,0.4864864864864865,0.5070422535211268,0.9047619047565193,152,16,19,18
stuck,90,70,70,195,42,153,5,0.775,0.6853408029878618,0.47368421052631576,0.5294117647058824,0.5,0.8412698412631645,106,20,16,18
stuck,70,70,70,195,34,161,5,0.825,0.7028682818156502,0.4827586206896552,0.5185185185185185,0.5,0.8872180451061112,118,15,13,14
stuck,90,65,65,210,43,167,5,0.7657142857142857,0.6833137485311398,0.45454545454545453,0.5405405405405406,0.49382716049382713,0.826086956515753,114,24,17,20
stuck,20,20,20,684,59,625,5,0.9,0.7373076923076923,0.4426229508196721,0.54,0.4864864864864865,0.9346153846135873,486,34,23,27
stuck,40,40,40,342,42,300,5,0.8736842105263158,0.7019745649263722,0.5,0.4722222222222222,0.4857142857142857,0.9317269076267802,232,17,19,17
stuck,20,10,10,1367,117,1250,5,0.8977973568281938,0.7361835748792271,0.43548387096774194,0.54,0.48214285714285715,0.9323671497575533,965,70,46,54
stuck,70,60,60,227,38,189,5,0.8,0.6995182237117721,0.425,0.5483870967741935,0.4788732394366197,0.850649350643827,131,23,14,17
stuck,50,50,50,273,37,236,5,0.8355555555555556,0.7086301813471503,0.4358974358974359,0.53125,0.4788732394366197,0.8860103626897098,171,22,15,17
stuck,60,60,60,228,35,193,5,0.8157894736842105,0.695171434368026,0.4444444444444444,0.5161290322580645,0.47761194029850745,0.8742138364724893,139,20,15,16
stuck,50,40,40,341,47,294,5,0.8964285714285715,0.66278816876903,0.7647058823529411,0.34210526315789475,0.4727272727272727,0.9834710743761014,238,4,25,13
stuck,80,65,65,210,39,171,5,0.7828571428571428,0.6801109688433632,0.4358974358974359,0.5151515151515151,0.4722222222222222,0.8450704225292601,120,22,16,17
stuck,40,30,30,455,54,401,5,0.872,0.696969696969697,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.9272727272699174,306,24,24,21
stuck,20,5,5,2733,234,2499,5,0.8962637362637362,0.7250752800611924,0.42386831275720166,0.5175879396984925,0.4660633484162896,0.9325626204234428,1936,140,96,103
stuck,60,40,40,341,52,289,5,0.8107142857142857,0.7023809523809523,0.40350877192982454,0.5476190476190477,0.46464646464646464,0.8571428571392558,204,34,19,23
stuck,80,80,80,171,33,138,5,0.7785714285714286,0.6710526315789473,0.41935483870967744,0.5,0.45614035087719296,0.8421052631505078,96,18,13,13
stuck,20,15,15,911,78,833,5,0.8834437086092716,0.7032370145577693,0.37209302325581395,0.48484848484848486,0.42105263157894735,0.9216255442657161,635,54,34,32
stuck_at_zero,100,20,20,680,171,509,5,0.8283185840707965,0.8499579831932773,0.6038647342995169,0.8928571428571429,0.7204610951008645,0.8070588235275128,343,82,15,125
stuck_at_zero,100,25,25,544,137,407,5,0.8266666666666667,0.8460387069667288,0.6060606060606061,0.8849557522123894,0.7194244604316546,0.8071216617186733,272,65,13,100
stuck_at_zero,90,45,45,303,71,232,5,0.828,0.8464371284053598,0.5909090909090909,0.8813559322033898,0.7074829931972789,0.8115183246030812,155,36,7,52
stuck_at_zero,100,10,10,1359,342,1017,5,0.8185840707964602,0.8365239863508631,0.5927710843373494,0.8723404255319149,0.7058823529411765,0.800707547168867,679,169,36,246
stuck_at_zero,100,55,55,247,61,186,5,0.824390243902439,0.8364516129032258,0.5972222222222222,0.86,0.7049180327868853,0.8129032258012071,126,29,7,43
stuck_at_zero,100,15,15,906,232,674,5,0.8119205298013245,0.8273690171178196,0.5878136200716846,0.8586387434554974,0.6978723404255319,0.7960992907787303,449,115,27,164
stuck_at_zero,80,50,50,273,57,216,5,0.84,0.8519005498446092,0.5774647887323944,0.8723404255319149,0.6949152542372882,0.8314606741526323,148,30,6,41
stuck_at_zero,80,25,25,545,117,428,5,0.8377777777777777,0.8405274378668848,0.5857142857142857,0.845360824742268,0.6919831223628692,0.8356940509891341,295,58,15,82
stuck_at_zero,90,25,25,544,127,417,5,0.82,0.8296066252587992,0.577922077922078,0.8476190476190476,0.6872586872586872,0.8115942028961983,280,65,16,89
stuck_at_zero,90,70,70,195,46,149,5,0.80625,0.8552867383512545,0.5396825396825397,0.9444444444444444,0.6868686868686869,0.766129032251886,95,29,2,34
stuck_at_zero,100,35,35,389,100,289,5,0.80625,0.8137938102070097,0.5862068965517241,0.8292682926829268,0.6868686868686869,0.7983193277277382,190,48,14,68
stuck_at_zero,100,5,5,2717,691,2026,5,0.8066371681415929,0.8178085746911657,0.5806060606060606,0.8403508771929824,0.6867383512544802,0.7952662721888786,1344,346,91,479
stuck_at_zero,100,75,75,182,49,133,5,0.7866666666666666,0.8147727272727272,0.5645161290322581,0.875,0.6862745098039216,0.754545454538595,83,27,5,35
stuck_at_zero,90,55,55,248,57,191,5,0.824390243902439,0.8262860220845678,0.582089552238806,0.8297872340425532,0.6842105263157895,0.8227848101213748,130,28,8,39
stuck_at_zero,100,60,60,227,58,169,5,0.8,0.816836262719704,0.5714285714285714,0.851063829787234,0.6837606837606838,0.7826086956465029,108,30,7,40
stuck_at_zero,90,5,5,2719,639,2080,5,0.820309050772627,0.8246304309325101,0.5785997357992074,0.8326996197718631,0.6827747466874513,0.8165612420926874,1420,319,88,438
stuck_at_zero,80,70,70,195,43,152,5,0.81875,0.8527077497665733,0.543859649122807,0.9117647058823529,0.6813186813186813,0.7936507936444949,100,26,3,31
stuck_at_zero,90,10,10,1360,316,1044,5,0.815929203539823,0.8292219274977896,0.5663265306122449,0.8538461538461538,0.6809815950920245,0.8045977011485005,700,170,38,222
stuck_at_zero,90,20,20,680,158,522,5,0.8141592920353983,0.8331910959391224,0.56,0.8682170542635659,0.6808510638297872,0.7981651376128482,348,88,17,112
stuck_at_zero,80,10,10,1361,290,1071,5,0.827433628318584,0.8414053962392132,0.5582655826558266,0.865546218487395,0.6787479406919276,0.8172645739901152,729,163,32,206
stuck_at_zero,80,40,40,341,74,267,5,0.825,0.8340909090909091,0.5604395604395604,0.85,0.6754966887417219,0.8181818181780992,180,40,9,51
stuck_at_zero,70,20,20,681,132,549,5,0.8353982300884956,0.8590784801860997,0.5393258426966292,0.897196261682243,0.6736842105263158,0.8209606986881639,376,82,11,96
stuck_at_zero,70,60,60,227,45,182,5,0.8324324324324325,0.8538404175988068,0.5423728813559322,0.8888888888888888,0.6736842105263158,0.8187919463032296,122,27,4,32
stuck_at_zero,100,65,65,209,53,156,5,0.8,0.8111979166666667,0.5645161290322581,0.8333333333333334,0.6730769230769231,0.7890624999938355,101,27,7,35
stuck_at_zero,100,30,30,453,115,338,5,0.792,0.8085526315789473,0.5594405594405595,0.8421052631578947,0.6722689075630253,0.7749999999972321,217,63,15,80
stuck_at_zero,80,5,5,2721,587,2134,5,0.8260485651214128,0.82593093369141,0.5621468926553672,0.8257261410788381,0.66890756302521,0.8261357263035187,1473,310,84,398
stuck_at_zero,100,85,85,160,40,120,5,0.7923076923076923,0.8193222548061257,0.54,0.8709677419354839,0.6666666666666666,0.7676767676690134,76,23,4,27
stuck_at_zero,90,90,90,152,36,116,5,0.8,0.8216594827586207,0.5434782608695652,0.8620689655172413,0.6666666666666666,0.781249999991862,75,21,4,25
stuck_at_zero,80,20,20,681,145,536,5,0.8212389380530973,0.8340063701512912,0.5459459459459459,0.8559322033898306,0.6666666666666666,0.812080536910935,363,84,17,101
stuck_at_zero,80,35,35,389,85,304,5,0.81875,0.8266643570644956,0.5523809523809524,0.8405797101449275,0.6666666666666666,0.8127490039808257,204,47,11,58
stuck_at_zero,90,50,50,272,61,211,5,0.8177777777777778,0.8246173469387755,0.5540540540540541,0.8367346938775511,0.6666666666666666,0.8124999999953836,143,33,8,41
stuck_at_zero,60,25,25,545,94,451,5,0.8533333333333334,0.8454301075268817,0.5508474576271186,0.8333333333333334,0.6632653061224489,0.857526881718125,319,53,13,65
stuck_at_zero,90,35,35,389,91,298,5,0.8,0.8179520984399034,0.5431034482758621,0.8513513513513513,0.6631578947368421,0.784552845525266,193,53,11,63
stuck_at_zero,100,50,50,272,67,205,5,0.7777777777777778,0.8285432207108381,0.5157894736842106,0.9245283018867925,0.6621621621621622,0.7325581395306247,126,46,4,49
stuck_at_zero,50,35,35,390,63,327,5,0.8615384615384616,0.8620294833261772,0.5365853658536586,0.8627450980392157,0.6616541353383458,0.8613138686099953,236,38,7,44
stuck_at_zero,90,65,65,210,50,160,5,0.8,0.8101565344011649,0.5483870967741935,0.8292682926829268,0.6601941747572816,0.7910447761134998,106,28,7,34
stuck_at_zero,90,75,75,182,45,137,5,0.7866666666666666,0.8038746711313083,0.543859649122807,0.8378378378378378,0.6595744680851063,0.7699115044179654,87,26,6,31
stuck_at_zero,90,15,15,907,214,693,5,0.7960264900662252,0.8136236065316376,0.5398550724637681,0.8465909090909091,0.6592920353982301,0.7806563039710179,452,127,27,149
stuck_at_zero,80,15,15,907,195,712,5,0.8132450331125828,0.8286796673842387,0.5354330708661418,0.8553459119496856,0.6585956416464891,0.8020134228174463,478,118,23,136
stuck_at_zero,70,10,10,1362,264,1098,5,0.8317180616740089,0.839418853020594,0.5364431486880467,0.8518518518518519,0.6583184257602862,0.8269858541884364,760,159,32,184
stuck_at_zero,100,90,90,151,38,113,5,0.784,0.8023335621139327,0.5416666666666666,0.8387096774193549,0.6582278481012658,0.7659574468003622,72,22,5,26
stuck_at_zero,100,45,45,302,76,226,5,0.788,0.7951362363127069,0.5543478260869565,0.8095238095238095,0.6580645161290323,0.7807486630974292,146,41,12,51
stuck_at_zero,70,40,40,341,68,273,5,0.8178571428571428,0.8454545454545455,0.5212765957446809,0.8909090909090909,0.6577181208053692,0.7999999999964444,180,45,6,49
stuck_at_zero,100,70,70,195,51,144,5,0.75625,0.8041606886657102,0.5138888888888888,0.9024390243902439,0.6548672566371682,0.7058823529352447,84,35,4,37
stuck_at_zero,90,30,30,454,106,348,5,0.7946666666666666,0.8101652298850575,0.5367647058823529,0.8390804597701149,0.6547085201793722,0.7812499999972874,225,63,14,73
stuck_at_zero,70,15,15,908,180,728,5,0.8225165562913908,0.8382227891156462,0.5269709543568465,0.8639455782312925,0.654639175257732,0.8124999999986636,494,114,20,127
stuck_at_zero,70,25,25,545,107,438,5,0.8222222222222222,0.8373705709128907,0.5244755244755245,0.8620689655172413,0.6521739130434783,0.8126721763063012,295,68,12,75
stuck_at_zero,60,15,15,909,161,748,5,0.8437086092715231,0.8396201177100053,0.5339805825242718,0.8333333333333334,0.650887573964497,0.8459069020853196,527,96,22,110
stuck_at_zero,100,40,40,340,86,254,5,0.775,0.7928571428571429,0.5321100917431193,0.8285714285714286,0.6480446927374302,0.7571428571392518,159,51,12,58
stuck_at_zero,70,30,30,454,89,365,5,0.824,0.823210559738728,0.5309734513274337,0.821917808219178,0.6451612903225806,0.824503311255548,249,53,13,60
stuck_at_zero,90,40,40,340,79,261,5,0.8035714285714286,0.7957175925925926,0.5494505494505495,0.78125,0.6451612903225806,0.8101851851814343,175,41,14,50
stuck_at_zero,100,100,100,136,34,102,5,0.8,0.7717770034843205,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.8292682926728138,68,14,8,20
stuck_at_zero,100,80,80,170,43,127,5,0.7785714285714286,0.7857142857142858,0.5384615384615384,0.8,0.6436781609195402,0.7714285714212245,81,24,7,28
stuck_at_zero,70,5,5,2723,535,2188,5,0.8313465783664459,0.8147442097607427,0.5441640378548895,0.7876712328767124,0.6436567164179104,0.841817186644312,1538,289,93,345
stuck_at_zero,70,50,50,273,54,219,5,0.8177777777777778,0.8265318935208439,0.5211267605633803,0.8409090909090909,0.6434782608695652,0.8121546961281096,147,34,7,37
stuck_at_zero,90,60,60,227,53,174,5,0.7837837837837838,0.8096903096903096,0.5142857142857142,0.8571428571428571,0.6428571428571429,0.762237762232432,109,34,6,36
stuck_at_zero,90,85,85,160,38,122,5,0.7846153846153846,0.8016666666666667,0.5208333333333334,0.8333333333333334,0.6410256410256411,0.7699999999923,77,23,5,25
stuck_at_zero,60,10,10,1363,237,1126,5,0.8449339207048459,0.8287356069984773,0.5306122448979592,0.8041237113402062,0.639344262295082,0.8533475026558413,803,138,38,156
stuck_at_zero,100,95,95,143,36,107,5,0.7739130434782608,0.7900246305418719,0.5227272727272727,0.8214285714285714,0.6388888888888888,0.7586206896464526,66,21,5,23
stuck_at_zero,80,30,30,454,96,358,5,0.8026666666666666,0.813973063973064,0.5158730158730159,0.8333333333333334,0.6372549019607843,0.7946127946101191,236,61,13,65
stuck_at_zero,80,75,75,182,41,141,5,0.7933333333333333,0.7936105476673427,0.5294117647058824,0.7941176470588235,0.6352941176470588,0.7931034482690249,92,24,7,27
stuck_at_zero,70,55,55,248,48,200,5,0.824390243902439,0.821068389536716,0.5166666666666667,0.8157894736842105,0.6326530612244898,0.8263473053842734,138,29,7,31
stuck_at_zero,40,30,30,455,62,393,5,0.8666666666666667,0.8567538126361656,0.5058823529411764,0.8431372549019608,0.6323529411764706,0.870370370367684,282,42,8,43
stuck_at_zero,60,30,30,455,79,376,5,0.832,0.8315136476426799,0.5094339622641509,0.8307692307692308,0.631578947368421,0.8322580645134443,258,52,11,54
stuck_at_zero,80,45,45,303,65,238,5,0.804,0.7945011337868481,0.5316455696202531,0.7777777777777778,0.631578947368421,0.8112244897917795,159,37,12,42
stuck_at_zero,50,20,20,682,105,577,5,0.8513274336283185,0.8398897058823529,0.5035971223021583,0.8235294117647058,0.625,0.8562499999982162,411,69,15,70
stuck_at_zero,60,20,20,682,118,564,5,0.831858407079646,0.8283026830135038,0.5031847133757962,0.8229166666666666,0.6245059288537549,0.8336886993585636,391,78,17,79
stuck_at_zero,80,60,60,227,48,179,5,0.7837837837837838,0.8151629072681704,0.4852941176470588,0.868421052631579,0.6226415094339622,0.7619047618995789,112,35,5,33
stuck_at_zero,60,5,5,2725,482,2243,5,0.845374449339207,0.8001837260398514,0.5403377110694184,0.7309644670050761,0.6213592233009708,0.8694029850741635,1631,245,106,288
stuck_at_zero,90,80,80,170,41,129,5,0.7714285714285715,0.7771169640328519,0.5098039215686274,0.7878787878787878,0.6190476190476191,0.7663551401797537,82,25,7,26
stuck_at_zero,40,35,35,390,54,336,5,0.8707692307692307,0.829424134584277,0.5151515151515151,0.7727272727272727,0.6181818181818182,0.8861209964381277,249,32,10,34
stuck_at_zero,80,80,80,171,39,132,5,0.7785714285714286,0.7885469073690441,0.5,0.8064516129032258,0.6172839506172839,0.7706422018277922,84,25,6,25
stuck_at_zero,60,60,60,228,40,188,5,0.8105263157894737,0.8374831113684618,0.47540983606557374,0.8787878787878788,0.6170212765957447,0.7961783439439735,125,32,4,29
stuck_at_zero,70,35,35,389,76,313,5,0.809375,0.8021380345086271,0.5051546391752577,0.7903225806451613,0.6163522012578616,0.8139534883689382,210,48,13,49
stuck_at_zero,50,25,25,546,84,462,5,0.8527472527472527,0.8179957948486896,0.5096153846153846,0.7681159420289855,0.6127167630057804,0.8678756476661454,335,51,16,53
stuck_at_zero,40,10,10,1365,183,1182,5,0.8643171806167401,0.8398815566835871,0.491869918699187,0.8066666666666666,0.6111111111111112,0.8730964466996213,860,125,29,121
stuck_at_zero,50,15,15,909,142,767,5,0.847682119205298,0.8209918478260869,0.5,0.782608695652174,0.6101694915254238,0.8593749999986573,550,90,25,90
stuck_at_zero,50,10,10,1364,210,1154,5,0.8546255506607929,0.811656282450675,0.5139442231075697,0.75,0.6099290780141844,0.8733125649004431,841,122,43,129
stuck_at_zero,60,35,35,390,69,321,5,0.8246153846153846,0.8092140201805629,0.4943820224719101,0.7857142857142857,0.6068965517241379,0.8327137546437446,224,45,12,44
stuck_at_zero,60,50,50,273,47,226,5,0.8311111111111111,0.8040388404165495,0.5,0.7631578947368421,0.6041666666666666,0.8449197860917385,158,29,9,29
stuck_at_zero,60,45,45,303,52,251,5,0.816,0.8151893045725199,0.4794520547945205,0.813953488372093,0.603448275862069,0.8164251207690029,169,38,8,35
stuck_at_zero,40,20,20,683,91,592,5,0.8601769911504424,0.8334755325590356,0.4796747967479675,0.7972972972972973,0.5989847715736041,0.8696537678190027,427,64,15,59
stuck_at_zero,50,5,5,2727,428,2299,5,0.8546255506607929,0.7925744047619048,0.5211864406779662,0.7028571428571428,0.5985401459854015,0.8822916666662072,1694,226,104,246
stuck_at_zero,40,40,40,342,47,295,5,0.856140350877193,0.8279352226720648,0.47619047619047616,0.7894736842105263,0.594059405940594,0.8663967611300956,214,33,8,30
stuck_at_zero,50,45,45,303,46,257,5,0.836,0.8169066534260179,0.47619047619047616,0.7894736842105263,0.594059405940594,0.8443396226375267,179,33,8,30
stuck_at_zero,70,45,45,303,60,243,5,0.792,0.7780485328459742,0.4805194805194805,0.7551020408163265,0.5873015873015873,0.8009950248716369,161,40,12,37
stuck_at_zero,50,30,30,455,69,386,5,0.8346666666666667,0.81448723690103,0.46808510638297873,0.7857142857142857,0.5866666666666667,0.8432601880851309,269,50,12,44
stuck_at_zero,40,15,15,910,126,784,5,0.8503311258278146,0.8193311096551313,0.47058823529411764,0.7766990291262136,0.5860805860805861,0.861963190182727,562,90,23,80
stuck_at_zero,80,65,65,210,48,162,5,0.7714285714285715,0.7523567119155354,0.49122807017543857,0.717948717948718,0.5833333333333334,0.786764705876568,107,29,11,28
stuck_at_zero,80,55,55,248,53,195,5,0.7902439024390244,0.756244616709733,0.5,0.6976744186046512,0.5825242718446602,0.8148148148097851,132,30,13,30
stuck_at_zero,40,25,25,546,74,472,5,0.8505494505494505,0.8167179828576183,0.46534653465346537,0.7704918032786885,0.5802469135802469,0.862944162434358,340,54,14,47
stuck_at_zero,30,5,5,2731,320,2411,5,0.8725274725274725,0.8250474966155106,0.4672897196261682,0.7633587786259542,0.5797101449275363,0.8867362146046266,1785,228,62,200
stuck_at_zero,30,10,10,1366,156,1210,5,0.8704845814977974,0.8349483304369414,0.45701357466063347,0.7890625,0.5787965616045845,0.8808341608730081,887,120,27,101
stuck_at_zero,40,5,5,2729,374,2355,5,0.8563876651982378,0.7997567322923738,0.47835497835497837,0.7222222222222222,0.5755208333333334,0.8772912423620788,1723,241,85,221
stuck_at_zero,30,15,15,911,107,804,5,0.8596026490066225,0.8366924492299305,0.44375,0.8068181818181818,0.5725806451612904,0.86656671664038,578,89,17,71
stuck_at_zero,20,10,10,1367,129,1238,5,0.8854625550660793,0.856441498432257,0.4393939393939394,0.8207547169811321,0.5723684210526315,0.892128279882515,918,111,19,87
stuck_at_zero,70,65,65,210,42,168,5,0.7942857142857143,0.7607425949103046,0.48,0.7058823529411765,0.5714285714285714,0.8156028368736483,115,26,10,24
stuck_at_zero,60,40,40,341,59,282,5,0.8,0.788433908045977,0.45121951219512196,0.7708333333333334,0.5692307692307692,0.8060344827551464,187,45,11,37
stuck_at_zero,50,50,50,273,40,233,5,0.8177777777777778,0.8401230462254738,0.421875,0.8709677419354839,0.5684210526315789,0.8092783505112924,157,37,4,27
stuck_at_zero,20,5,5,2733,266,2467,5,0.8791208791208791,0.8490843528252153,0.4306569343065693,0.8119266055045872,0.5627980922098569,0.8862421001454126,1823,234,41,177
stuck_at_zero,60,55,55,248,42,206,5,0.7951219512195122,0.794719642242862,0.43548387096774194,0.7941176470588235,0.5625,0.7953216374222496,136,35,7,27
stuck_at_zero,30,20,20,683,78,605,5,0.8601769911504424,0.8310883450325681,0.43103448275862066,0.7936507936507936,0.5586592178770949,0.8685258964126125,436,66,13,50
stuck_at_zero,50,40,40,341,52,289,5,0.8178571428571428,0.7948179271708683,0.4383561643835616,0.7619047619047619,0.5565217391304348,0.827731092433497,197,41,10,32
stuck_at_zero,30,30,30,456,52,404,5,0.8526315789473684,0.8357601269753641,0.42168674698795183,0.813953488372093,0.5555555555555556,0.8575667655760904,289,48,8,35
stuck_at_zero,70,70,70,195,38,157,5,0.76875,0.767948717948718,0.4339622641509434,0.7666666666666667,0.5542168674698795,0.7692307692248521,100,30,7,23
stuck_at_zero,30,25,25,547,63,484,5,0.8549450549450549,0.8032479113864639,0.42857142857142855,0.7358490566037735,0.5416666666666666,0.8706467661669884,350,52,14,39
stuck_at_zero,20,15,15,911,88,823,5,0.866225165562914,0.8504344782143152,0.39864864864864863,0.8309859154929577,0.5388127853881278,0.8698830409344007,595,89,12,59
stuck_at_zero,20,20,20,684,64,620,5,0.875438596491228,0.8276655776655777,0.40404040404040403,0.7692307692307693,0.5298013245033113,0.8861003860986755,459,59,12,40
